DATE,Deposits_Billions
23/03/1994,2520.9858
30/03/1994,2507.5554
06/04/1994,2512.3388
13/04/1994,2506.5984
20/04/1994,2499.4901
27/04/1994,2509.6886
04/05/1994,2513.8143
11/05/1994,2523.8944
18/05/1994,2504.8133
25/05/1994,2524.5829
01/06/1994,2534.9003
08/06/1994,2513.0514
15/06/1994,2539.2467
22/06/1994,2508.1494
29/06/1994,2494.6595
06/07/1994,2527.0959
13/07/1994,2522.2913
20/07/1994,2520.5374
27/07/1994,2527.9275
03/08/1994,2516.8818
10/08/1994,2522.3557
17/08/1994,2516.1696
24/08/1994,2532.2863
31/08/1994,2519.4967
07/09/1994,2524.3757
14/09/1994,2523.7377
21/09/1994,2522.6901
28/09/1994,2519.834
05/10/1994,2530.2372
12/10/1994,2535.4997
19/10/1994,2515.9329
26/10/1994,2534.9807
02/11/1994,2525.0762
09/11/1994,2516.9527
16/11/1994,2528.3518
23/11/1994,2539.6059
30/11/1994,2517.6366
07/12/1994,2532.739
14/12/1994,2526.2737
21/12/1994,2529.1753
28/12/1994,2534.5079
04/01/1995,2551.5602
11/01/1995,2537.5687
18/01/1995,2538.8659
25/01/1995,2544.4913
01/02/1995,2556.4689
08/02/1995,2534.8709
15/02/1995,2545.0037
22/02/1995,2543.3787
01/03/1995,2565.1787
08/03/1995,2536.9766
15/03/1995,2570.7566
22/03/1995,2545.0667
29/03/1995,2536.3453
05/04/1995,2546.7006
12/04/1995,2548.7806
19/04/1995,2547.4647
26/04/1995,2566.7999
03/05/1995,2559.4352
10/05/1995,2567.9139
17/05/1995,2563.5894
24/05/1995,2580.0775
31/05/1995,2580.855
07/06/1995,2591.9023
14/06/1995,2589.1458
21/06/1995,2593.1431
28/06/1995,2579.8034
05/07/1995,2611.6674
12/07/1995,2608.1896
19/07/1995,2605.554
26/07/1995,2634.3575
02/08/1995,2623.3435
09/08/1995,2622.5182
16/08/1995,2624.7127
23/08/1995,2631.4259
30/08/1995,2606.3888
06/09/1995,2637.9616
13/09/1995,2620.3052
20/09/1995,2636.1977
27/09/1995,2632.8527
04/10/1995,2641.7102
11/10/1995,2647.9918
18/10/1995,2621.6364
25/10/1995,2649.1642
01/11/1995,2663.0062
08/11/1995,2630.6187
15/11/1995,2650.9145
22/11/1995,2642.9867
29/11/1995,2608.0768
06/12/1995,2644.2163
13/12/1995,2638.2951
20/12/1995,2650.8393
27/12/1995,2654.1407
03/01/1996,2684.4171
10/01/1996,2683.7801
17/01/1996,2687.2355
24/01/1996,2668.7252
31/01/1996,2684.1577
07/02/1996,2676.5752
14/02/1996,2672.9031
21/02/1996,2685.3492
28/02/1996,2669.8383
06/03/1996,2683.8194
13/03/1996,2692.179
20/03/1996,2696.7535
27/03/1996,2694.681
03/04/1996,2704.1105
10/04/1996,2698.3028
17/04/1996,2695.6103
24/04/1996,2714.197
01/05/1996,2714.7858
08/05/1996,2711.7654
15/05/1996,2734.891
22/05/1996,2723.7927
29/05/1996,2705.5806
05/06/1996,2724.2927
12/06/1996,2718.8279
19/06/1996,2720.935
26/06/1996,2731.4157
03/07/1996,2723.4425
10/07/1996,2731.8691
17/07/1996,2733.99
24/07/1996,2744.4981
31/07/1996,2743.4872
07/08/1996,2738.5751
14/08/1996,2743.6346
21/08/1996,2745.2513
28/08/1996,2743.7086
04/09/1996,2774.4094
11/09/1996,2742.259
18/09/1996,2768.2999
25/09/1996,2769.749
02/10/1996,2783.5726
09/10/1996,2769.7347
16/10/1996,2815.6039
23/10/1996,2808.3256
30/10/1996,2783.9399
06/11/1996,2793.1332
13/11/1996,2814.2857
20/11/1996,2789.6735
27/11/1996,2831.9522
04/12/1996,2824.9284
11/12/1996,2828.9725
18/12/1996,2810.516
25/12/1996,2852.0942
01/01/1997,2854.2821
08/01/1997,2842.9835
15/01/1997,2841.7617
22/01/1997,2854.98
29/01/1997,2843.1516
05/02/1997,2863.9638
12/02/1997,2857.0733
19/02/1997,2876.8008
26/02/1997,2861.4456
05/03/1997,2892.8441
12/03/1997,2890.2976
19/03/1997,2883.6306
26/03/1997,2904.125
02/04/1997,2895.6599
09/04/1997,2907.5839
16/04/1997,2917.8316
23/04/1997,2915.3935
30/04/1997,2927.4874
07/05/1997,2917.6309
14/05/1997,2920.4173
21/05/1997,2916.5377
28/05/1997,2936.5885
04/06/1997,2931.4694
11/06/1997,2947.4042
18/06/1997,2945.5557
25/06/1997,2980.4657
02/07/1997,2968.1192
09/07/1997,2976.7005
16/07/1997,2984.9454
23/07/1997,2992.8295
30/07/1997,2980.4588
06/08/1997,3002.5577
13/08/1997,2995.2972
20/08/1997,3014.6358
27/08/1997,3016.8423
03/09/1997,3041.0466
10/09/1997,3003.1603
17/09/1997,3026.4784
24/09/1997,3018.5379
01/10/1997,3061.6086
08/10/1997,3027.0503
15/10/1997,3061.7485
22/10/1997,3041.5279
29/10/1997,3042.0282
05/11/1997,3059.2528
12/11/1997,3090.5708
19/11/1997,3038.7389
26/11/1997,3087.7605
03/12/1997,3068.8854
10/12/1997,3079.8658
17/12/1997,3073.4785
24/12/1997,3097.2716
31/12/1997,3074.4623
07/01/1998,3084.1897
14/01/1998,3073.7737
21/01/1998,3090.6204
28/01/1998,3080.1716
04/02/1998,3099.6389
11/02/1998,3108.0003
18/02/1998,3127.0044
25/02/1998,3118.1429
04/03/1998,3146.0464
11/03/1998,3152.2269
18/03/1998,3150.4284
25/03/1998,3168.8457
01/04/1998,3197.9341
08/04/1998,3160.8367
15/04/1998,3182.7338
22/04/1998,3152.2346
29/04/1998,3136.11
06/05/1998,3157.2612
13/05/1998,3169.1977
20/05/1998,3162.895
27/05/1998,3182.2981
03/06/1998,3171.3448
10/06/1998,3202.3285
17/06/1998,3183.8566
24/06/1998,3199.072
01/07/1998,3209.4693
08/07/1998,3169.179
15/07/1998,3198.4518
22/07/1998,3189.4727
29/07/1998,3182.4046
05/08/1998,3217.6233
12/08/1998,3211.6577
19/08/1998,3208.4778
26/08/1998,3222.9351
02/09/1998,3227.6851
09/09/1998,3237.7721
16/09/1998,3241.5566
23/09/1998,3228.7352
30/09/1998,3254.5384
07/10/1998,3240.091
14/10/1998,3270.568
21/10/1998,3262.093
28/10/1998,3268.5479
04/11/1998,3277.2032
11/11/1998,3283.8476
18/11/1998,3278.3003
25/11/1998,3312.2269
02/12/1998,3292.4645
09/12/1998,3294.8062
16/12/1998,3290.2314
23/12/1998,3304.5109
30/12/1998,3282.9757
06/01/1999,3313.4699
13/01/1999,3303.807
20/01/1999,3317.3036
27/01/1999,3305.4472
03/02/1999,3315.6195
10/02/1999,3309.6118
17/02/1999,3327.7161
24/02/1999,3296.7897
03/03/1999,3334.1151
10/03/1999,3318.5631
17/03/1999,3322.6783
24/03/1999,3319.4046
31/03/1999,3327.0983
07/04/1999,3315.0669
14/04/1999,3339.5371
21/04/1999,3327.0218
28/04/1999,3323.1056
05/05/1999,3338.1212
12/05/1999,3338.0627
19/05/1999,3331.6908
26/05/1999,3338.776
02/06/1999,3349.0494
09/06/1999,3337.8609
16/06/1999,3337.6248
23/06/1999,3358.6248
30/06/1999,3349.1277
07/07/1999,3361.5849
14/07/1999,3363.8209
21/07/1999,3349.5419
28/07/1999,3345.902
04/08/1999,3352.3207
11/08/1999,3353.9687
18/08/1999,3347.4301
25/08/1999,3363.5589
01/09/1999,3363.9439
08/09/1999,3367.5258
15/09/1999,3383.3419
22/09/1999,3367.6227
29/09/1999,3368.3684
06/10/1999,3386.4669
13/10/1999,3394.4257
20/10/1999,3394.8784
27/10/1999,3407.1268
03/11/1999,3416.5884
10/11/1999,3412.2137
17/11/1999,3414.6034
24/11/1999,3455.7173
01/12/1999,3465.3699
08/12/1999,3464.22
15/12/1999,3489.5949
22/12/1999,3488.6203
29/12/1999,3458.7574
05/01/2000,3466.1881
12/01/2000,3473.174
19/01/2000,3488.6908
26/01/2000,3489.7983
02/02/2000,3488.9251
09/02/2000,3491.3595
16/02/2000,3490.1075
23/02/2000,3505.5727
01/03/2000,3532.0479
08/03/2000,3505.0246
15/03/2000,3541.6518
22/03/2000,3532.3412
29/03/2000,3500.6476
05/04/2000,3545.8362
12/04/2000,3540.1971
19/04/2000,3564.4816
26/04/2000,3573.3799
03/05/2000,3563.9289
10/05/2000,3574.4904
17/05/2000,3564.893
24/05/2000,3577.8805
31/05/2000,3582.9531
07/06/2000,3593.6205
14/06/2000,3600.8624
21/06/2000,3605.1697
28/06/2000,3576.1524
05/07/2000,3625.4808
12/07/2000,3613.4882
19/07/2000,3619.9306
26/07/2000,3639.3521
02/08/2000,3634.5677
09/08/2000,3650.3071
16/08/2000,3655.9051
23/08/2000,3671.134
30/08/2000,3634.1474
06/09/2000,3685.345
13/09/2000,3659.3299
20/09/2000,3678.6574
27/09/2000,3649.8681
04/10/2000,3671.5937
11/10/2000,3681.244
18/10/2000,3662.7115
25/10/2000,3686.7745
01/11/2000,3690.9442
08/11/2000,3665.2588
15/11/2000,3674.8704
22/11/2000,3691.2793
29/11/2000,3643.9156
06/12/2000,3697.773
13/12/2000,3702.0469
20/12/2000,3721.3548
27/12/2000,3739.8965
03/01/2001,3778.3157
10/01/2001,3757.1876
17/01/2001,3764.9908
24/01/2001,3736.4517
31/01/2001,3765.3365
07/02/2001,3751.7032
14/02/2001,3761.1856
21/02/2001,3781.5433
28/02/2001,3801.6997
07/03/2001,3783.8838
14/03/2001,3812.215
21/03/2001,3790.46
28/03/2001,3818.4335
04/04/2001,3840.083
11/04/2001,3837.3613
18/04/2001,3842.4884
25/04/2001,3859.6738
02/05/2001,3835.6467
09/05/2001,3837.7001
16/05/2001,3863.7173
23/05/2001,3887.7803
30/05/2001,3890.9607
06/06/2001,3877.5141
13/06/2001,3884.6892
20/06/2001,3875.168
27/06/2001,3880.8264
04/07/2001,3912.5225
11/07/2001,3885.4021
18/07/2001,3874.6017
25/07/2001,3902.7435
01/08/2001,3929.935
08/08/2001,3899.709
15/08/2001,3907.4441
22/08/2001,3908.7912
29/08/2001,3895.5998
05/09/2001,3963.9224
12/09/2001,4206.0208
19/09/2001,4023.5223
26/09/2001,3970.0876
03/10/2001,3987.5572
10/10/2001,3986.3006
17/10/2001,3969.1339
24/10/2001,3993.4312
31/10/2001,4016.3347
07/11/2001,3991.5615
14/11/2001,4063.0154
21/11/2001,4031.948
28/11/2001,4010.6886
05/12/2001,4068.4758
12/12/2001,4082.6102
19/12/2001,4070.044
26/12/2001,4087.5412
02/01/2002,4084.587
09/01/2002,4092.608
16/01/2002,4066.3402
23/01/2002,4113.6783
30/01/2002,4100.6627
06/02/2002,4118.9915
13/02/2002,4122.3005
20/02/2002,4134.5518
27/02/2002,4119.3554
06/03/2002,4125.0044
13/03/2002,4129.666
20/03/2002,4134.8883
27/03/2002,4169.1105
03/04/2002,4148.2959
10/04/2002,4150.2995
17/04/2002,4140.7084
24/04/2002,4134.1206
01/05/2002,4165.0668
08/05/2002,4158.408
15/05/2002,4184.7356
22/05/2002,4172.7963
29/05/2002,4159.4119
05/06/2002,4158.3068
12/06/2002,4162.2338
19/06/2002,4167.4197
26/06/2002,4205.9075
03/07/2002,4195.0265
10/07/2002,4189.7541
17/07/2002,4214.5993
24/07/2002,4228.7953
31/07/2002,4230.4313
07/08/2002,4229.2696
14/08/2002,4255.43
21/08/2002,4250.1431
28/08/2002,4251.7946
04/09/2002,4293.7976
11/09/2002,4258.0628
18/09/2002,4267.2597
25/09/2002,4265.2166
02/10/2002,4324.8979
09/10/2002,4298.4288
16/10/2002,4347.119
23/10/2002,4342.0429
30/10/2002,4345.7838
06/11/2002,4345.1805
13/11/2002,4368.0237
20/11/2002,4336.903
27/11/2002,4388.0621
04/12/2002,4359.7982
11/12/2002,4351.9148
18/12/2002,4337.5844
25/12/2002,4377.0885
01/01/2003,4332.1041
08/01/2003,4343.383
15/01/2003,4381.1381
22/01/2003,4392.8206
29/01/2003,4389.9742
05/02/2003,4428.6052
12/02/2003,4417.8593
19/02/2003,4415.7113
26/02/2003,4403.8779
05/03/2003,4447.686
12/03/2003,4441.6117
19/03/2003,4437.3876
26/03/2003,4434.6175
02/04/2003,4449.8051
09/04/2003,4411.7376
16/04/2003,4435.1868
23/04/2003,4456.311
30/04/2003,4513.5624
07/05/2003,4473.3901
14/05/2003,4509.3635
21/05/2003,4486.4686
28/05/2003,4511.2487
04/06/2003,4515.017
11/06/2003,4533.3188
18/06/2003,4530.6247
25/06/2003,4563.0264
02/07/2003,4569.5797
09/07/2003,4561.18
16/07/2003,4586.797
23/07/2003,4599.5039
30/07/2003,4592.3562
06/08/2003,4624.2619
13/08/2003,4637.6039
20/08/2003,4613.9387
27/08/2003,4602.6899
03/09/2003,4638.2802
10/09/2003,4586.5442
17/09/2003,4604.9713
24/09/2003,4604.341
01/10/2003,4624.5717
08/10/2003,4558.5776
15/10/2003,4600.5104
22/10/2003,4580.9963
29/10/2003,4560.0885
05/11/2003,4592.6212
12/11/2003,4628.4431
19/11/2003,4571.0307
26/11/2003,4629.2734
03/12/2003,4597.5502
10/12/2003,4625.7721
17/12/2003,4619.9324
24/12/2003,4649.214
31/12/2003,4629.3129
07/01/2004,4646.1505
14/01/2004,4658.6333
21/01/2004,4658.8575
28/01/2004,4670.0832
04/02/2004,4690.0815
11/02/2004,4700.6365
18/02/2004,4724.6965
25/02/2004,4710.0041
03/03/2004,4749.5855
10/03/2004,4747.9458
17/03/2004,4764.9256
24/03/2004,4798.3225
31/03/2004,4794.0426
07/04/2004,4799.3558
14/04/2004,4821.294
21/04/2004,4825.566
28/04/2004,4832.8328
05/05/2004,4890.637
12/05/2004,4905.1288
19/05/2004,4908.0448
26/05/2004,4913.0828
02/06/2004,4915.7693
09/06/2004,4940.7456
16/06/2004,4929.5335
23/06/2004,4962.6827
30/06/2004,4937.0246
07/07/2004,4978.1693
14/07/2004,4991.2906
21/07/2004,4995.5185
28/07/2004,4993.6647
04/08/2004,5002.3469
11/08/2004,5004.9012
18/08/2004,4981.7409
25/08/2004,5023.4639
01/09/2004,5035.0027
08/09/2004,5030.5166
15/09/2004,5059.3856
22/09/2004,5052.5314
29/09/2004,5026.9536
06/10/2004,5048.0025
13/10/2004,5066.0962
20/10/2004,5072.9832
27/10/2004,5085.8085
03/11/2004,5095.086
10/11/2004,5102.3519
17/11/2004,5105.6844
24/11/2004,5158.8106
01/12/2004,5162.2342
08/12/2004,5145.9164
15/12/2004,5168.6902
22/12/2004,5170.7888
29/12/2004,5130.28
05/01/2005,5174.8864
12/01/2005,5191.9379
19/01/2005,5204.0332
26/01/2005,5193.0662
02/02/2005,5207.1314
09/02/2005,5206.5833
16/02/2005,5199.1228
23/02/2005,5259.5636
02/03/2005,5237.7688
09/03/2005,5226.5498
16/03/2005,5255.2901
23/03/2005,5264.0363
30/03/2005,5254.3519
06/04/2005,5277.7017
13/04/2005,5297.4458
20/04/2005,5293.1013
27/04/2005,5285.7146
04/05/2005,5285.0422
11/05/2005,5302.2388
18/05/2005,5287.6483
25/05/2005,5331.3246
01/06/2005,5354.2669
08/06/2005,5362.8057
15/06/2005,5378.2171
22/06/2005,5390.4282
29/06/2005,5352.9591
06/07/2005,5386.6218
13/07/2005,5381.8919
20/07/2005,5412.2543
27/07/2005,5416.3666
03/08/2005,5426.4245
10/08/2005,5434.2776
17/08/2005,5463.8996
24/08/2005,5499.3902
31/08/2005,5497.2606
07/09/2005,5504.8215
14/09/2005,5518.4292
21/09/2005,5499.8188
28/09/2005,5500.2336
05/10/2005,5517.8594
12/10/2005,5543.3034
19/10/2005,5525.6247
26/10/2005,5542.0254
02/11/2005,5542.9306
09/11/2005,5530.8786
16/11/2005,5552.6989
23/11/2005,5583.1
30/11/2005,5565.319
07/12/2005,5575.3486
14/12/2005,5580.483
21/12/2005,5602.161
28/12/2005,5607.3681
04/01/2006,5654.6005
11/01/2006,5621.3474
18/01/2006,5628.3765
25/01/2006,5646.4751
01/02/2006,5664.3397
08/02/2006,5646.5015
15/02/2006,5680.2198
22/02/2006,5681.2521
01/03/2006,5711.3446
08/03/2006,5674.2292
15/03/2006,5725.6865
22/03/2006,5719.3003
29/03/2006,5711.5828
05/04/2006,5746.8843
12/04/2006,5775.1841
19/04/2006,5772.374
26/04/2006,5786.3194
03/05/2006,5786.7567
10/05/2006,5774.3579
17/05/2006,5771.9536
24/05/2006,5800.2223
31/05/2006,5813.4825
07/06/2006,5798.7064
14/06/2006,5820.6412
21/06/2006,5824.8859
28/06/2006,5821.1046
05/07/2006,5865.9668
12/07/2006,5864.4027
19/07/2006,5864.3575
26/07/2006,5853.3241
02/08/2006,5860.996
09/08/2006,5835.7269
16/08/2006,5878.9607
23/08/2006,5913.735
30/08/2006,5880.8716
06/09/2006,5926.554
13/09/2006,5922.1519
20/09/2006,5907.7904
27/09/2006,5904.9151
04/10/2006,6028.3648
11/10/2006,6030.1703
18/10/2006,6003.778
25/10/2006,6023.7993
01/11/2006,6043.207
08/11/2006,6028.9414
15/11/2006,6066.2809
22/11/2006,6098.8836
29/11/2006,6067.1104
06/12/2006,6095.7531
13/12/2006,6098.4236
20/12/2006,6101.2718
27/12/2006,6103.3091
03/01/2007,6126.9772
10/01/2007,6119.987
17/01/2007,6149.5456
24/01/2007,6148.963
31/01/2007,6163.5916
07/02/2007,6150.0798
14/02/2007,6175.7242
21/02/2007,6180.2899
28/02/2007,6219.9932
07/03/2007,6207.5204
14/03/2007,6176.6775
21/03/2007,6177.6565
28/03/2007,6213.5479
04/04/2007,6250.0615
11/04/2007,6257.4363
18/04/2007,6267.1664
25/04/2007,6287.1778
02/05/2007,6285.2527
09/05/2007,6283.5535
16/05/2007,6294.1532
23/05/2007,6315.5376
30/05/2007,6272.6019
06/06/2007,6281.9073
13/06/2007,6279.1049
20/06/2007,6281.1241
27/06/2007,6304.5101
04/07/2007,6330.6765
11/07/2007,6313.7499
18/07/2007,6303.1663
25/07/2007,6340.0949
01/08/2007,6366.2142
08/08/2007,6353.3037
15/08/2007,6399.3566
22/08/2007,6405.8226
29/08/2007,6378.3479
05/09/2007,6443.8556
12/09/2007,6432.7586
19/09/2007,6445.3185
26/09/2007,6452.6842
03/10/2007,6467.254
10/10/2007,6480.8527
17/10/2007,6556.7934
24/10/2007,6632.3225
31/10/2007,6656.7661
07/11/2007,6640.8744
14/11/2007,6711.079
21/11/2007,6676.9116
28/11/2007,6645.397
05/12/2007,6692.6295
12/12/2007,6665.6824
19/12/2007,6663.644
26/12/2007,6684.6362
02/01/2008,6695.7921
09/01/2008,6683.0096
16/01/2008,6695.9603
23/01/2008,6725.2713
30/01/2008,6727.3626
06/02/2008,6772.2843
13/02/2008,6778.2869
20/02/2008,6792.1617
27/02/2008,6759.1356
05/03/2008,6811.305
12/03/2008,6831.1256
19/03/2008,6850.7788
26/03/2008,6828.7132
02/04/2008,6841.7234
09/04/2008,6843.7906
16/04/2008,6869.9782
23/04/2008,6880.0742
30/04/2008,6822.8781
07/05/2008,6795.5974
14/05/2008,6837.6858
21/05/2008,6853.9028
28/05/2008,6838.228
04/06/2008,6845.2893
11/06/2008,6862.0772
18/06/2008,6853.1756
25/06/2008,6871.3832
02/07/2008,6843.4221
09/07/2008,6847.6976
16/07/2008,6895.9353
23/07/2008,6885.5866
30/07/2008,6830.0668
06/08/2008,6858.1084
13/08/2008,6861.627
20/08/2008,6871.8791
27/08/2008,6869.7748
03/09/2008,6914.6096
10/09/2008,6901.1258
17/09/2008,7112.8726
24/09/2008,7105.5696
01/10/2008,7259.845
08/10/2008,7154.4815
15/10/2008,7166.8027
22/10/2008,7137.7466
29/10/2008,7089.601
05/11/2008,7105.6725
12/11/2008,7109.1356
19/11/2008,7033.2991
26/11/2008,7107.509
03/12/2008,7126.4727
10/12/2008,7213.2157
17/12/2008,7221.524
24/12/2008,7253.0914
31/12/2008,7237.306
07/01/2009,7242.2778
14/01/2009,7281.2037
21/01/2009,7297.4574
28/01/2009,7260.5321
04/02/2009,7266.082
11/02/2009,7255.8662
18/02/2009,7251.9136
25/02/2009,7256.5466
04/03/2009,7282.3608
11/03/2009,7289.6103
18/03/2009,7261.2509
25/03/2009,7321.0635
01/04/2009,7323.2634
08/04/2009,7300.0699
15/04/2009,7326.1872
22/04/2009,7341.2801
29/04/2009,7365.0765
06/05/2009,7417.5755
13/05/2009,7453.8747
20/05/2009,7441.5048
27/05/2009,7461.9843
03/06/2009,7487.021
10/06/2009,7516.2563
17/06/2009,7534.4065
24/06/2009,7526.1304
01/07/2009,7504.9294
08/07/2009,7482.846
15/07/2009,7505.996
22/07/2009,7493.8858
29/07/2009,7486.1603
05/08/2009,7535.6006
12/08/2009,7537.7548
19/08/2009,7505.5894
26/08/2009,7539.38
02/09/2009,7545.8827
09/09/2009,7550.5459
16/09/2009,7561.8628
23/09/2009,7564.3068
30/09/2009,7557.7711
07/10/2009,7568.5082
14/10/2009,7625.4102
21/10/2009,7596.4235
28/10/2009,7581.1039
04/11/2009,7652.2648
11/11/2009,7645.891
18/11/2009,7632.2882
25/11/2009,7705.9843
02/12/2009,7705.5693
09/12/2009,7707.4878
16/12/2009,7701.5625
23/12/2009,7716.5219
30/12/2009,7649.9745
06/01/2010,7664.2247
13/01/2010,7670.5458
20/01/2010,7673.1942
27/01/2010,7689.2791
03/02/2010,7695.365
10/02/2010,7685.2647
17/02/2010,7724.5778
24/02/2010,7700.5971
03/03/2010,7697.4435
10/03/2010,7678.2211
17/03/2010,7704.2874
24/03/2010,7696.3159
31/03/2010,7690.961
07/04/2010,7671.4188
14/04/2010,7703.6279
21/04/2010,7703.4613
28/04/2010,7704.3703
05/05/2010,7695.1062
12/05/2010,7688.7832
19/05/2010,7659.9441
26/05/2010,7672.3153
02/06/2010,7670.7207
09/06/2010,7687.0651
16/06/2010,7683.6737
23/06/2010,7709.7653
30/06/2010,7679.6343
07/07/2010,7690.3098
14/07/2010,7726.629
21/07/2010,7728.1145
28/07/2010,7741.5844
04/08/2010,7761.6161
11/08/2010,7762.1449
18/08/2010,7734.6378
25/08/2010,7799.0325
01/09/2010,7800.0984
08/09/2010,7800.0695
15/09/2010,7817.1826
22/09/2010,7784.1705
29/09/2010,7776.2663
06/10/2010,7816.8196
13/10/2010,7823.6449
20/10/2010,7840.049
27/10/2010,7858.2911
03/11/2010,7861.2628
10/11/2010,7866.1681
17/11/2010,7896.5044
24/11/2010,7905.3617
01/12/2010,7883.4209
08/12/2010,7878.8606
15/12/2010,7878.9356
22/12/2010,7870.0951
29/12/2010,7848.517
05/01/2011,7883.6536
12/01/2011,7902.6651
19/01/2011,7883.0903
26/01/2011,7910.6767
02/02/2011,7898.9623
09/02/2011,7913.676
16/02/2011,7927.9528
23/02/2011,7958.3862
02/03/2011,7976.7802
09/03/2011,7979.8842
16/03/2011,7988.7231
23/03/2011,8001.3475
30/03/2011,7996.3711
06/04/2011,8045.9703
13/04/2011,8055.4384
20/04/2011,8075.3315
27/04/2011,8096.7184
04/05/2011,8138.4559
11/05/2011,8163.1348
18/05/2011,8130.5952
25/05/2011,8191.9362
01/06/2011,8202.7117
08/06/2011,8158.7697
15/06/2011,8167.4823
22/06/2011,8228.5753
29/06/2011,8219.8197
06/07/2011,8255.4362
13/07/2011,8257.8327
20/07/2011,8237.7834
27/07/2011,8327.0063
03/08/2011,8350.4639
10/08/2011,8350.464
17/08/2011,8350.2128
24/08/2011,8349.0223
31/08/2011,8357.2215
07/09/2011,8357.4509
14/09/2011,8379.718
21/09/2011,8384.3137
28/09/2011,8389.0811
05/10/2011,8395.5702
12/10/2011,8366.7676
19/10/2011,8349.644
26/10/2011,8383.3672
02/11/2011,8409.3448
09/11/2011,8390.3121
16/11/2011,8402.5556
23/11/2011,8393.3976
30/11/2011,8405.1084
07/12/2011,8412.0948
14/12/2011,8435.4613
21/12/2011,8403.3847
28/12/2011,8435.7789
04/01/2012,8488.3481
11/01/2012,8484.2279
18/01/2012,8457.0371
25/01/2012,8479.4731
01/02/2012,8555.3857
08/02/2012,8558.8668
15/02/2012,8554.6315
22/02/2012,8542.3043
29/02/2012,8575.9596
07/03/2012,8583.2897
14/03/2012,8629.5861
21/03/2012,8602.8871
28/03/2012,8596.31
04/04/2012,8650.2972
11/04/2012,8638.5448
18/04/2012,8612.7666
25/04/2012,8662.3353
02/05/2012,8674.4509
09/05/2012,8673.9229
16/05/2012,8681.3837
23/05/2012,8678.2606
30/05/2012,8635.9177
06/06/2012,8732.3032
13/06/2012,8745.9508
20/06/2012,8708.438
27/06/2012,8744.8204
04/07/2012,8791.3983
11/07/2012,8785.6805
18/07/2012,8771.5644
25/07/2012,8846.5724
01/08/2012,8827.5546
08/08/2012,8863.8509
15/08/2012,8874.299
22/08/2012,8876.5711
29/08/2012,8877.0195
05/09/2012,8923.0956
12/09/2012,8905.6798
19/09/2012,8900.4608
26/09/2012,8942.147
03/10/2012,8982.7572
10/10/2012,8969.3146
17/10/2012,8978.1985
24/10/2012,8985.6698
31/10/2012,9054.155
07/11/2012,9086.8927
14/11/2012,9132.9775
21/11/2012,9109.3355
28/11/2012,9105.0546
05/12/2012,9187.6621
12/12/2012,9202.6602
19/12/2012,9241.0597
26/12/2012,9307.5977
02/01/2013,9325.4405
09/01/2013,9257.057
16/01/2013,9246.6975
23/01/2013,9256.3623
30/01/2013,9241.9899
06/02/2013,9268.6841
13/02/2013,9272.856
20/02/2013,9243.4713
27/02/2013,9267.1117
06/03/2013,9284.8791
13/03/2013,9309.1826
20/03/2013,9304.2623
27/03/2013,9394.2452
03/04/2013,9363.9089
10/04/2013,9349.5562
17/04/2013,9363.2277
24/04/2013,9354.9172
01/05/2013,9384.676
08/05/2013,9362.4629
15/05/2013,9391.5115
22/05/2013,9402.8144
29/05/2013,9389.1657
05/06/2013,9429.9858
12/06/2013,9447.4383
19/06/2013,9401.3005
26/06/2013,9432.0528
03/07/2013,9441.9433
10/07/2013,9448.0531
17/07/2013,9504.5426
24/07/2013,9510.9039
31/07/2013,9514.8219
07/08/2013,9505.4098
14/08/2013,9538.0308
21/08/2013,9520.3061
28/08/2013,9556.6331
04/09/2013,9566.0215
11/09/2013,9557.675
18/09/2013,9588.8186
25/09/2013,9626.6985
02/10/2013,9659.062
09/10/2013,9641.7901
16/10/2013,9725.3919
23/10/2013,9697.6838
30/10/2013,9695.1332
06/11/2013,9675.4938
13/11/2013,9704.3431
20/11/2013,9716.0106
27/11/2013,9776.5055
04/12/2013,9768.5711
11/12/2013,9776.1357
18/12/2013,9774.1916
25/12/2013,9848.9721
01/01/2014,9845.912
08/01/2014,9837.5547
15/01/2014,9865.0333
22/01/2014,9882.6321
29/01/2014,9878.5533
05/02/2014,9889.2164
12/02/2014,9930.9462
19/02/2014,9958.4718
26/02/2014,9914.7273
05/03/2014,9967.1108
12/03/2014,9988.3871
19/03/2014,10005.6353
26/03/2014,10002.9934
02/04/2014,10013.4338
09/04/2014,10063.6588
16/04/2014,10069.7154
23/04/2014,10076.8266
30/04/2014,10144.2658
07/05/2014,10111.1141
14/05/2014,10130.8626
21/05/2014,10150.543
28/05/2014,10167.2263
04/06/2014,10153.5783
11/06/2014,10161.3363
18/06/2014,10140.2492
25/06/2014,10198.2377
02/07/2014,10185.4531
09/07/2014,10212.4737
16/07/2014,10236.4261
23/07/2014,10236.966
30/07/2014,10214.6164
06/08/2014,10183.1767
13/08/2014,10186.5485
20/08/2014,10224.3804
27/08/2014,10254.8428
03/09/2014,10328.9293
10/09/2014,10308.1765
17/09/2014,10335.5432
24/09/2014,10364.3908
01/10/2014,10314.7601
08/10/2014,10274.4723
15/10/2014,10301.3317
22/10/2014,10308.3417
29/10/2014,10272.8975
05/11/2014,10317.7723
12/11/2014,10388.3335
19/11/2014,10346.1232
26/11/2014,10443.702
03/12/2014,10422.6622
10/12/2014,10472.7607
17/12/2014,10476.694
24/12/2014,10488.8105
